               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 348,            0.052037,             0.21929,               1.127,             0.62198,             0.65836,             0.69174,             0.68735,                   0,                   0,                   0,           0.0031294,           0.0031294,           0.0031294
                 349,            0.050412,             0.21762,              1.1241,             0.63814,              0.6512,             0.69444,             0.69039,                   0,                   0,                   0,           0.0031096,           0.0031096,           0.0031096
                 350,            0.049017,             0.22885,               1.121,             0.63411,             0.64831,             0.69491,             0.69125,                   0,                   0,                   0,           0.0030898,           0.0030898,           0.0030898
                 351,            0.048543,             0.22687,              1.1326,             0.61278,             0.66735,             0.69757,             0.69484,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                 352,            0.049713,             0.22355,              1.1248,             0.60521,             0.66901,             0.69911,             0.69595,                   0,                   0,                   0,           0.0030502,           0.0030502,           0.0030502
                 353,            0.052973,             0.22114,              1.1276,             0.66214,             0.62482,              0.7007,             0.69728,                   0,                   0,                   0,           0.0030304,           0.0030304,           0.0030304
                 354,            0.050345,             0.20503,                1.13,             0.64749,             0.63706,             0.69722,             0.69336,                   0,                   0,                   0,           0.0030106,           0.0030106,           0.0030106
                 355,            0.049777,             0.20881,              1.1263,             0.63966,             0.65388,             0.69547,             0.69151,                   0,                   0,                   0,           0.0029908,           0.0029908,           0.0029908
                 356,            0.051251,             0.21528,              1.1186,             0.62975,             0.65602,             0.69197,              0.6878,                   0,                   0,                   0,            0.002971,            0.002971,            0.002971
                 357,            0.052526,             0.22957,              1.1263,             0.63028,             0.64965,             0.70091,             0.69679,                   0,                   0,                   0,           0.0029512,           0.0029512,           0.0029512
                 358,            0.052263,             0.20827,              1.1298,             0.60261,             0.68653,             0.70594,             0.70197,                   0,                   0,                   0,           0.0029314,           0.0029314,           0.0029314
                 359,            0.048889,             0.21133,              1.1358,             0.61941,             0.67433,             0.70842,              0.7039,                   0,                   0,                   0,           0.0029116,           0.0029116,           0.0029116
                 360,            0.050446,             0.21424,              1.1257,             0.60907,             0.68443,             0.70799,             0.70419,                   0,                   0,                   0,           0.0028918,           0.0028918,           0.0028918
                 361,            0.047057,             0.18824,               1.136,             0.61138,              0.6849,             0.70772,             0.70325,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                 362,            0.053088,             0.20149,              1.1298,             0.60636,             0.68905,             0.70786,             0.70405,                   0,                   0,                   0,           0.0028522,           0.0028522,           0.0028522
                 363,            0.051103,             0.20607,              1.1289,             0.60345,             0.68869,             0.71017,             0.70651,                   0,                   0,                   0,           0.0028324,           0.0028324,           0.0028324
                 364,            0.049168,             0.20816,              1.1297,              0.5991,             0.69426,             0.71332,             0.70975,                   0,                   0,                   0,           0.0028126,           0.0028126,           0.0028126
